0      0.000000 0.0000000000000000E+00
1      0.000417 4.1649305555555558E-04
2      0.000833 8.3263888888888895E-04
3      0.001250 1.2484375000000000E-03
4      0.001667 1.6638888888888890E-03
5      0.002083 2.0789930555555557E-03
6      0.002500 2.4937500000000003E-03
7      0.002917 2.9081597222222221E-03
8      0.003333 3.3222222222222225E-03
9      0.003750 3.7359375000000001E-03
10     0.004167 4.1493055555555554E-03
11     0.004583 4.5623263888888883E-03
12     0.005000 4.9750000000000003E-03
13     0.005417 5.3873263888888894E-03
14     0.005833 5.7993055555555558E-03
15     0.006250 6.2109375000000003E-03
16     0.006667 6.6222222222222221E-03
17     0.007083 7.0331597222222228E-03
18     0.007500 7.4437500000000007E-03
19     0.007917 7.8539930555555568E-03
20     0.008333 8.2638888888888883E-03
21     0.008750 8.6734375000000006E-03
22     0.009167 9.0826388888888884E-03
23     0.009583 9.4914930555555568E-03
24     0.010000 9.9000000000000008E-03
25     0.010417 1.0308159722222224E-02
26     0.010833 1.0715972222222222E-02
27     0.011250 1.1123437500000001E-02
28     0.011667 1.1530555555555556E-02
29     0.012083 1.1937326388888890E-02
30     0.012500 1.2343750000000001E-02
31     0.012917 1.2749826388888890E-02
32     0.013333 1.3155555555555557E-02
33     0.013750 1.3560937500000000E-02
34     0.014167 1.3965972222222223E-02
35     0.014583 1.4370659722222224E-02
36     0.015000 1.4775000000000002E-02
37     0.015417 1.5178993055555557E-02
38     0.015833 1.5582638888888889E-02
39     0.016250 1.5985937500000002E-02
40     0.016667 1.6388888888888887E-02
41     0.017083 1.6791493055555558E-02
42     0.017500 1.7193750000000001E-02
43     0.017917 1.7595659722222223E-02
44     0.018333 1.7997222222222223E-02
45     0.018750 1.8398437500000003E-02
46     0.019167 1.8799305555555559E-02
47     0.019583 1.9199826388888890E-02
48     0.020000 1.9599999999999999E-02
49     0.020417 1.9999826388888888E-02
50     0.020833 2.0399305555555556E-02
51     0.021250 2.0798437500000003E-02
52     0.021667 2.1197222222222221E-02
53     0.022083 2.1595659722222223E-02
54     0.022500 2.1993750000000003E-02
55     0.022917 2.2391493055555555E-02
56     0.023333 2.2788888888888890E-02
57     0.023750 2.3185937500000000E-02
58     0.024167 2.3582638888888893E-02
59     0.024583 2.3978993055555557E-02
60     0.025000 2.4375000000000001E-02
61     0.025417 2.4770659722222223E-02
62     0.025833 2.5165972222222225E-02
63     0.026250 2.5560937500000002E-02
64     0.026667 2.5955555555555558E-02
65     0.027083 2.6349826388888890E-02
66     0.027500 2.6743750000000000E-02
67     0.027917 2.7137326388888890E-02
68     0.028333 2.7530555555555558E-02
69     0.028750 2.7923437499999999E-02
70     0.029167 2.8315972222222222E-02
71     0.029583 2.8708159722222227E-02
72     0.030000 2.9100000000000001E-02
73     0.030417 2.9491493055555557E-02
74     0.030833 2.9882638888888889E-02
75     0.031250 3.0273437500000000E-02
76     0.031667 3.0663888888888893E-02
77     0.032083 3.1053993055555559E-02
78     0.032500 3.1443749999999999E-02
79     0.032917 3.1833159722222226E-02
80     0.033333 3.2222222222222222E-02
81     0.033750 3.2610937500000006E-02
82     0.034167 3.2999305555555559E-02
83     0.034583 3.3387326388888888E-02
84     0.035000 3.3774999999999999E-02
85     0.035417 3.4162326388888886E-02
86     0.035833 3.4549305555555555E-02
87     0.036250 3.4935937500000007E-02
88     0.036667 3.5322222222222227E-02
89     0.037083 3.5708159722222223E-02
90     0.037500 3.6093750000000008E-02
91     0.037917 3.6478993055555554E-02
92     0.038333 3.6863888888888890E-02
93     0.038750 3.7248437500000002E-02
94     0.039167 3.7632638888888889E-02
95     0.039583 3.8016493055555559E-02
96     0.040000 3.8399999999999997E-02
97     0.040417 3.8783159722222224E-02
98     0.040833 3.9165972222222227E-02
99     0.041250 3.9548437499999999E-02
100    0.041667 3.9930555555555559E-02
101    0.042083 4.0312326388888889E-02
102    0.042500 4.0693750000000001E-02
103    0.042917 4.1074826388888895E-02
104    0.043333 4.1455555555555558E-02
105    0.043750 4.1835937500000003E-02
106    0.044167 4.2215972222222224E-02
107    0.044583 4.2595659722222227E-02
108    0.045000 4.2975000000000006E-02
109    0.045417 4.3353993055555554E-02
110    0.045833 4.3732638888888890E-02
111    0.046250 4.4110937500000003E-02
112    0.046667 4.4488888888888890E-02
113    0.047083 4.4866493055555560E-02
114    0.047500 4.5243749999999999E-02
115    0.047917 4.5620659722222220E-02
116    0.048333 4.5997222222222231E-02
117    0.048750 4.6373437500000003E-02
118    0.049167 4.6749305555555558E-02
119    0.049583 4.7124826388888888E-02
120    0.050000 4.7500000000000001E-02
121    0.050417 4.7874826388888896E-02
122    0.050833 4.8249305555555559E-02
123    0.051250 4.8623437500000005E-02
124    0.051667 4.8997222222222227E-02
125    0.052083 4.9370659722222224E-02
126    0.052500 4.9743750000000003E-02
127    0.052917 5.0116493055555551E-02
128    0.053333 5.0488888888888889E-02
129    0.053750 5.0860937500000009E-02
130    0.054167 5.1232638888888890E-02
131    0.054583 5.1603993055555561E-02
132    0.055000 5.1975000000000000E-02
133    0.055417 5.2345659722222222E-02
134    0.055833 5.2715972222222227E-02
135    0.056250 5.3085937499999999E-02
136    0.056667 5.3455555555555562E-02
137    0.057083 5.3824826388888893E-02
138    0.057500 5.4193750000000006E-02
139    0.057917 5.4562326388888895E-02
140    0.058333 5.4930555555555559E-02
141    0.058750 5.5298437500000006E-02
142    0.059167 5.5665972222222228E-02
143    0.059583 5.6033159722222226E-02
144    0.060000 5.6399999999999999E-02
145    0.060417 5.6766493055555554E-02
146    0.060833 5.7132638888888893E-02
147    0.061250 5.7498437500000006E-02
148    0.061667 5.7863888888888888E-02
149    0.062083 5.8228993055555560E-02
150    0.062500 5.8593750000000000E-02
151    0.062917 5.8958159722222230E-02
152    0.063333 5.9322222222222228E-02
153    0.063750 5.9685937500000001E-02
154    0.064167 6.0049305555555564E-02
155    0.064583 6.0412326388888896E-02
156    0.065000 6.0775000000000003E-02
157    0.065417 6.1137326388888885E-02
158    0.065833 6.1499305555555564E-02
159    0.066250 6.1860937500000004E-02
160    0.066667 6.2222222222222220E-02
161    0.067083 6.2583159722222226E-02
162    0.067500 6.2943750000000007E-02
163    0.067917 6.3303993055555563E-02
164    0.068333 6.3663888888888895E-02
165    0.068750 6.4023437500000002E-02
166    0.069167 6.4382638888888885E-02
167    0.069583 6.4741493055555571E-02
168    0.070000 6.5100000000000005E-02
169    0.070417 6.5458159722222228E-02
170    0.070833 6.5815972222222227E-02
171    0.071250 6.6173437500000001E-02
172    0.071667 6.6530555555555565E-02
173    0.072083 6.6887326388888890E-02
174    0.072500 6.7243750000000005E-02
175    0.072917 6.7599826388888895E-02
176    0.073333 6.7955555555555561E-02
177    0.073750 6.8310937500000016E-02
178    0.074167 6.8665972222222219E-02
179    0.074583 6.9020659722222225E-02
180    0.075000 6.9375000000000020E-02
181    0.075417 6.9728993055555563E-02
182    0.075833 7.0082638888888896E-02
183    0.076250 7.0435937499999990E-02
184    0.076667 7.0788888888888901E-02
185    0.077083 7.1141493055555560E-02
186    0.077500 7.1493749999999995E-02
187    0.077917 7.1845659722222233E-02
188    0.078333 7.2197222222222218E-02
189    0.078750 7.2548437500000007E-02
190    0.079167 7.2899305555555557E-02
191    0.079583 7.3249826388888897E-02
192    0.080000 7.3599999999999999E-02
193    0.080417 7.3949826388888903E-02
194    0.080833 7.4299305555555570E-02
195    0.081250 7.4648437499999998E-02
196    0.081667 7.4997222222222215E-02
197    0.082083 7.5345659722222236E-02
198    0.082500 7.5693750000000004E-02
199    0.082917 7.6041493055555562E-02
200    0.083333 7.6388888888888895E-02
201    0.083750 7.6735937500000004E-02
202    0.084167 7.7082638888888888E-02
203    0.084583 7.7428993055555562E-02
204    0.085000 7.7775000000000011E-02
205    0.085417 7.8120659722222222E-02
206    0.085833 7.8465972222222236E-02
207    0.086250 7.8810937499999997E-02
208    0.086667 7.9155555555555562E-02
209    0.087083 7.9499826388888889E-02
210    0.087500 7.9843750000000005E-02
211    0.087917 8.0187326388888897E-02
212    0.088333 8.0530555555555550E-02
213    0.088750 8.0873437500000006E-02
214    0.089167 8.1215972222222238E-02
215    0.089583 8.1558159722222218E-02
216    0.090000 8.1900000000000014E-02
217    0.090417 8.2241493055555559E-02
218    0.090833 8.2582638888888893E-02
219    0.091250 8.2923437500000002E-02
220    0.091667 8.3263888888888901E-02
221    0.092083 8.3603993055555562E-02
222    0.092500 8.3943750000000011E-02
223    0.092917 8.4283159722222237E-02
224    0.093333 8.4622222222222224E-02
225    0.093750 8.4960937500000000E-02
226    0.094167 8.5299305555555552E-02
227    0.094583 8.5637326388888893E-02
